video_path,class_gloss,class_id,feature_path
ASL-Citizen/videos/15890366051589533-APPLE.mp4,apple,456,features_cache/15890366051589533-APPLE.pt
ASL-Citizen/videos/8006032738002744-SOCCER 2.mp4,soccer,153,features_cache/8006032738002744-SOCCER 2.pt
ASL-Citizen/videos/9498964909837952-ROSE.mp4,rose,559,features_cache/9498964909837952-ROSE.pt
ASL-Citizen/videos/15543213389651633-TUBE.mp4,tube,799,features_cache/15543213389651633-TUBE.pt
ASL-Citizen/videos/14154575310664197-NICE.mp4,nice,729,features_cache/14154575310664197-NICE.pt
ASL-Citizen/videos/02808154918358552-PEACOCK.mp4,peacock,499,features_cache/02808154918358552-PEACOCK.pt
ASL-Citizen/videos/6652814499755777-NOSE.mp4,nose,703,features_cache/6652814499755777-NOSE.pt
ASL-Citizen/videos/20880000068819649-WEAVE.mp4,weave,921,features_cache/20880000068819649-WEAVE.pt
ASL-Citizen/videos/4520498201410337-BACKPACK.mp4,backpack,273,features_cache/4520498201410337-BACKPACK.pt
ASL-Citizen/videos/16994877911771145-WE.mp4,we,924,features_cache/16994877911771145-WE.pt
ASL-Citizen/videos/19003684436528423-JUICE 2.mp4,juice,189,features_cache/19003684436528423-JUICE 2.pt
ASL-Citizen/videos/8221969382671432-SCOLD.mp4,scold,971,features_cache/8221969382671432-SCOLD.pt
ASL-Citizen/videos/12338257144617781-POWDER.mp4,powder,586,features_cache/12338257144617781-POWDER.pt
ASL-Citizen/videos/6523179384259175-PULL CONVINCE.mp4,pullconvince,371,features_cache/6523179384259175-PULL CONVINCE.pt
ASL-Citizen/videos/7448818785190525-CAPTURE.mp4,capture,464,features_cache/7448818785190525-CAPTURE.pt
ASL-Citizen/videos/02551571232229133-PONDER.mp4,ponder,373,features_cache/02551571232229133-PONDER.pt
ASL-Citizen/videos/8643853796183107-JOKE.mp4,joke,408,features_cache/8643853796183107-JOKE.pt
ASL-Citizen/videos/8782764153522997-SOCIETY.mp4,society,363,features_cache/8782764153522997-SOCIETY.pt
ASL-Citizen/videos/7316392299762329-WATERDROP.mp4,waterdrop,919,features_cache/7316392299762329-WATERDROP.pt
ASL-Citizen/videos/21344274764159632-ANYONE.mp4,anyone,462,features_cache/21344274764159632-ANYONE.pt
ASL-Citizen/videos/2381384470099226-MAPLE.mp4,maple,645,features_cache/2381384470099226-MAPLE.pt
ASL-Citizen/videos/44939873429204336-CEMETERY.mp4,cemetery,459,features_cache/44939873429204336-CEMETERY.pt
ASL-Citizen/videos/48967843716521897-FAIL.mp4,fail,310,features_cache/48967843716521897-FAIL.pt
ASL-Citizen/videos/5670505226343947-KNIGHT.mp4,knight,28,features_cache/5670505226343947-KNIGHT.pt
ASL-Citizen/videos/6235541652821013-ALL OF_SUDDEN.mp4,allofsudden,455,features_cache/6235541652821013-ALL OF_SUDDEN.pt
ASL-Citizen/videos/9060451576078816-COOL 3.mp4,cool,18,features_cache/9060451576078816-COOL 3.pt
ASL-Citizen/videos/34318091362618364-BECOME.mp4,become,533,features_cache/34318091362618364-BECOME.pt
ASL-Citizen/videos/5266228840785678-UNCERTAIN.mp4,uncertain,798,features_cache/5266228840785678-UNCERTAIN.pt
ASL-Citizen/videos/1676037390807208-GREET.mp4,greet,210,features_cache/1676037390807208-GREET.pt
ASL-Citizen/videos/8517954107198269-EMPTY 2.mp4,empty,288,features_cache/8517954107198269-EMPTY 2.pt
ASL-Citizen/videos/6508465822424006-THANK YOU.mp4,thankyou,828,features_cache/6508465822424006-THANK YOU.pt
ASL-Citizen/videos/23746553103054158-PRECIOUS.mp4,precious,583,features_cache/23746553103054158-PRECIOUS.pt
ASL-Citizen/videos/7054741400093962-WILL GO.mp4,willgo,861,features_cache/7054741400093962-WILL GO.pt
ASL-Citizen/videos/6490408879992484-LAY DOWN.mp4,laydown,660,features_cache/6490408879992484-LAY DOWN.pt
ASL-Citizen/videos/7054386695414354-STORY 3.mp4,story,46,features_cache/7054386695414354-STORY 3.pt
ASL-Citizen/videos/7958435331951532-REMOVE.mp4,remove,541,features_cache/7958435331951532-REMOVE.pt
ASL-Citizen/videos/44178831586926837-MOSQUITO.mp4,mosquito,732,features_cache/44178831586926837-MOSQUITO.pt
ASL-Citizen/videos/9533248897839621-BETWEEN.mp4,between,473,features_cache/9533248897839621-BETWEEN.pt
ASL-Citizen/videos/81146496428304-TOY 3.mp4,toy,39,features_cache/81146496428304-TOY 3.pt
ASL-Citizen/videos/6743634201232205-BULLSHIT.mp4,bullshit,661,features_cache/6743634201232205-BULLSHIT.pt
ASL-Citizen/videos/31263202270120893-ADVANTAGE.mp4,advantage,898,features_cache/31263202270120893-ADVANTAGE.pt
ASL-Citizen/videos/4923163326429678-WHISPER.mp4,whisper,866,features_cache/4923163326429678-WHISPER.pt
ASL-Citizen/videos/4066959996902433-THERAPY.mp4,therapy,846,features_cache/4066959996902433-THERAPY.pt
ASL-Citizen/videos/7809503445047001-BREAKFAST.mp4,breakfast,136,features_cache/7809503445047001-BREAKFAST.pt
ASL-Citizen/videos/2002285518954443-TURN.mp4,turn,805,features_cache/2002285518954443-TURN.pt
ASL-Citizen/videos/7069069415498499-CASTLE 2.mp4,castle,8,features_cache/7069069415498499-CASTLE 2.pt
ASL-Citizen/videos/031670126370264784-LICK ENVELOPE.mp4,lickenvelope,137,features_cache/031670126370264784-LICK ENVELOPE.pt
ASL-Citizen/videos/9076828716002219-PEEL 2.mp4,peel,68,features_cache/9076828716002219-PEEL 2.pt
ASL-Citizen/videos/49288220098651747-DOG.mp4,dog,13,features_cache/49288220098651747-DOG.pt
ASL-Citizen/videos/6750594223002664-FLOAT 3.mp4,float,69,features_cache/6750594223002664-FLOAT 3.pt
ASL-Citizen/videos/27469263568791-LABEL.mp4,label,651,features_cache/27469263568791-LABEL.pt
ASL-Citizen/videos/8450645349294537-ADVERTISE.mp4,advertise,437,features_cache/8450645349294537-ADVERTISE.pt
ASL-Citizen/videos/654679171689897-APPLE.mp4,apple,456,features_cache/654679171689897-APPLE.pt
ASL-Citizen/videos/15747884716509963-ROSE.mp4,rose,559,features_cache/15747884716509963-ROSE.pt
ASL-Citizen/videos/10215603974987486-TUBE.mp4,tube,799,features_cache/10215603974987486-TUBE.pt
ASL-Citizen/videos/18199086230023087-NICE.mp4,nice,729,features_cache/18199086230023087-NICE.pt
ASL-Citizen/videos/27103930782829466-NOSE.mp4,nose,703,features_cache/27103930782829466-NOSE.pt
ASL-Citizen/videos/6416278179941874-WEAVE.mp4,weave,921,features_cache/6416278179941874-WEAVE.pt
ASL-Citizen/videos/8875256912597131-BACKPACK.mp4,backpack,273,features_cache/8875256912597131-BACKPACK.pt
ASL-Citizen/videos/5346957049353451-WE.mp4,we,924,features_cache/5346957049353451-WE.pt
ASL-Citizen/videos/8673853297757075-JUICE 2.mp4,juice,189,features_cache/8673853297757075-JUICE 2.pt
ASL-Citizen/videos/7275461608600278-SCOLD.mp4,scold,971,features_cache/7275461608600278-SCOLD.pt
ASL-Citizen/videos/8342259238668124-POWDER.mp4,powder,586,features_cache/8342259238668124-POWDER.pt
ASL-Citizen/videos/2746482938137922-CAPTURE.mp4,capture,464,features_cache/2746482938137922-CAPTURE.pt
ASL-Citizen/videos/7476109931780017-PONDER.mp4,ponder,373,features_cache/7476109931780017-PONDER.pt
ASL-Citizen/videos/33372376790577385-JOKE.mp4,joke,408,features_cache/33372376790577385-JOKE.pt
ASL-Citizen/videos/8763478538813974-SOCIETY.mp4,society,363,features_cache/8763478538813974-SOCIETY.pt
ASL-Citizen/videos/6019042581182006-WATERDROP.mp4,waterdrop,919,features_cache/6019042581182006-WATERDROP.pt
ASL-Citizen/videos/931782741467386-ANYONE.mp4,anyone,462,features_cache/931782741467386-ANYONE.pt
ASL-Citizen/videos/5418273984027029-CEMETERY.mp4,cemetery,459,features_cache/5418273984027029-CEMETERY.pt
ASL-Citizen/videos/3810108088744719-FAIL.mp4,fail,310,features_cache/3810108088744719-FAIL.pt
ASL-Citizen/videos/62432102043786-KNIGHT.mp4,knight,28,features_cache/62432102043786-KNIGHT.pt
ASL-Citizen/videos/3140572918045199-ALL OF_SUDDEN.mp4,allofsudden,455,features_cache/3140572918045199-ALL OF_SUDDEN.pt
ASL-Citizen/videos/613903843341741-COOL 3.mp4,cool,18,features_cache/613903843341741-COOL 3.pt
ASL-Citizen/videos/6459252267958286-BECOME.mp4,become,533,features_cache/6459252267958286-BECOME.pt
ASL-Citizen/videos/5908448341148838-UNCERTAIN.mp4,uncertain,798,features_cache/5908448341148838-UNCERTAIN.pt
ASL-Citizen/videos/9778046529233306-GREET.mp4,greet,210,features_cache/9778046529233306-GREET.pt
ASL-Citizen/videos/7535449770372906-THANK YOU.mp4,thankyou,828,features_cache/7535449770372906-THANK YOU.pt
ASL-Citizen/videos/8331521549475343-PRECIOUS.mp4,precious,583,features_cache/8331521549475343-PRECIOUS.pt
ASL-Citizen/videos/4685262003433257-WILL GO.mp4,willgo,861,features_cache/4685262003433257-WILL GO.pt
ASL-Citizen/videos/26779769878453363-LAY DOWN.mp4,laydown,660,features_cache/26779769878453363-LAY DOWN.pt
ASL-Citizen/videos/4883233656549113-STORY 3.mp4,story,46,features_cache/4883233656549113-STORY 3.pt
ASL-Citizen/videos/09913910553280747-REMOVE.mp4,remove,541,features_cache/09913910553280747-REMOVE.pt
ASL-Citizen/videos/7735436577579549-MOSQUITO.mp4,mosquito,732,features_cache/7735436577579549-MOSQUITO.pt
ASL-Citizen/videos/23935932871880738-BETWEEN.mp4,between,473,features_cache/23935932871880738-BETWEEN.pt
ASL-Citizen/videos/30802284724627316-TOY 3.mp4,toy,39,features_cache/30802284724627316-TOY 3.pt
ASL-Citizen/videos/02362800594599035-BULLSHIT.mp4,bullshit,661,features_cache/02362800594599035-BULLSHIT.pt
ASL-Citizen/videos/4158330922555107-ADVANTAGE.mp4,advantage,898,features_cache/4158330922555107-ADVANTAGE.pt
ASL-Citizen/videos/9326067198560057-WHISPER.mp4,whisper,866,features_cache/9326067198560057-WHISPER.pt
ASL-Citizen/videos/26831740738029275-THERAPY.mp4,therapy,846,features_cache/26831740738029275-THERAPY.pt
ASL-Citizen/videos/6738805591563901-LEAVE ALONE.mp4,leavealone,685,features_cache/6738805591563901-LEAVE ALONE.pt
ASL-Citizen/videos/13959766874483237-BREAKFAST.mp4,breakfast,136,features_cache/13959766874483237-BREAKFAST.pt
ASL-Citizen/videos/5666202221838486-TURN.mp4,turn,805,features_cache/5666202221838486-TURN.pt
ASL-Citizen/videos/23509015263340394-CASTLE 2.mp4,castle,8,features_cache/23509015263340394-CASTLE 2.pt
ASL-Citizen/videos/30070654019768583-PEEL 2.mp4,peel,68,features_cache/30070654019768583-PEEL 2.pt
ASL-Citizen/videos/11432147423106453-DOG.mp4,dog,13,features_cache/11432147423106453-DOG.pt
