video_path,class_gloss,class_id,feature_path,video_names
wlasl/videos/69241.mp4,book,111,features_cache/69241.pt,69241
wlasl/videos/07069.mp4,book,111,features_cache/07069.pt,07069
wlasl/videos/07068.mp4,book,111,features_cache/07068.pt,07068
wlasl/videos/07070.mp4,book,111,features_cache/07070.pt,07070
wlasl/videos/07074.mp4,book,111,features_cache/07074.pt,07074
wlasl/videos/65539.mp4,drink,291,features_cache/65539.pt,65539
wlasl/videos/17710.mp4,drink,291,features_cache/17710.pt,17710
wlasl/videos/17733.mp4,drink,291,features_cache/17733.pt,17733
wlasl/videos/65540.mp4,drink,291,features_cache/65540.pt,65540
wlasl/videos/17711.mp4,drink,291,features_cache/17711.pt,17711
wlasl/videos/17712.mp4,drink,291,features_cache/17712.pt,17712
wlasl/videos/17709.mp4,drink,291,features_cache/17709.pt,17709
wlasl/videos/17720.mp4,drink,291,features_cache/17720.pt,17720
wlasl/videos/17721.mp4,drink,291,features_cache/17721.pt,17721
wlasl/videos/17722.mp4,drink,291,features_cache/17722.pt,17722
wlasl/videos/17723.mp4,drink,291,features_cache/17723.pt,17723
wlasl/videos/12328.mp4,computer,210,features_cache/12328.pt,12328
wlasl/videos/12311.mp4,computer,210,features_cache/12311.pt,12311
wlasl/videos/12338.mp4,computer,210,features_cache/12338.pt,12338
wlasl/videos/12313.mp4,computer,210,features_cache/12313.pt,12313
wlasl/videos/12314.mp4,computer,210,features_cache/12314.pt,12314
wlasl/videos/12316.mp4,computer,210,features_cache/12316.pt,12316
wlasl/videos/12317.mp4,computer,210,features_cache/12317.pt,12317
wlasl/videos/12318.mp4,computer,210,features_cache/12318.pt,12318
wlasl/videos/12319.mp4,computer,210,features_cache/12319.pt,12319
wlasl/videos/12327.mp4,computer,210,features_cache/12327.pt,12327
wlasl/videos/05728.mp4,before,87,features_cache/05728.pt,05728
wlasl/videos/05749.mp4,before,87,features_cache/05749.pt,05749
wlasl/videos/05729.mp4,before,87,features_cache/05729.pt,05729
wlasl/videos/05730.mp4,before,87,features_cache/05730.pt,05730
wlasl/videos/65167.mp4,before,87,features_cache/65167.pt,65167
wlasl/videos/05731.mp4,before,87,features_cache/05731.pt,05731
wlasl/videos/05732.mp4,before,87,features_cache/05732.pt,05732
wlasl/videos/05733.mp4,before,87,features_cache/05733.pt,05733
wlasl/videos/05734.mp4,before,87,features_cache/05734.pt,05734
wlasl/videos/05740.mp4,before,87,features_cache/05740.pt,05740
wlasl/videos/05742.mp4,before,87,features_cache/05742.pt,05742
wlasl/videos/05743.mp4,before,87,features_cache/05743.pt,05743
wlasl/videos/09848.mp4,chair,168,features_cache/09848.pt,09848
wlasl/videos/09869.mp4,chair,168,features_cache/09869.pt,09869
wlasl/videos/09849.mp4,chair,168,features_cache/09849.pt,09849
wlasl/videos/09850.mp4,chair,168,features_cache/09850.pt,09850
wlasl/videos/65328.mp4,chair,168,features_cache/65328.pt,65328
wlasl/videos/24955.mp4,go,407,features_cache/24955.pt,24955
wlasl/videos/24956.mp4,go,407,features_cache/24956.pt,24956
wlasl/videos/24941.mp4,go,407,features_cache/24941.pt,24941
wlasl/videos/24961.mp4,go,407,features_cache/24961.pt,24961
wlasl/videos/24962.mp4,go,407,features_cache/24962.pt,24962
wlasl/videos/65824.mp4,go,407,features_cache/65824.pt,65824
wlasl/videos/24973.mp4,go,407,features_cache/24973.pt,24973
wlasl/videos/24943.mp4,go,407,features_cache/24943.pt,24943
wlasl/videos/24947.mp4,go,407,features_cache/24947.pt,24947
wlasl/videos/24940.mp4,go,407,features_cache/24940.pt,24940
wlasl/videos/24954.mp4,go,407,features_cache/24954.pt,24954
wlasl/videos/11310.mp4,clothes,196,features_cache/11310.pt,11310
wlasl/videos/11330.mp4,clothes,196,features_cache/11330.pt,11330
wlasl/videos/11313.mp4,clothes,196,features_cache/11313.pt,11313
wlasl/videos/11309.mp4,clothes,196,features_cache/11309.pt,11309
wlasl/videos/69534.mp4,who,973,features_cache/69534.pt,69534
wlasl/videos/63242.mp4,who,973,features_cache/63242.pt,63242
wlasl/videos/63227.mp4,who,973,features_cache/63227.pt,63227
wlasl/videos/63228.mp4,who,973,features_cache/63228.pt,63228
wlasl/videos/63231.mp4,who,973,features_cache/63231.pt,63231
wlasl/videos/66778.mp4,who,973,features_cache/66778.pt,66778
wlasl/videos/63232.mp4,who,973,features_cache/63232.pt,63232
wlasl/videos/66779.mp4,who,973,features_cache/66779.pt,66779
wlasl/videos/63225.mp4,who,973,features_cache/63225.pt,63225
wlasl/videos/63236.mp4,who,973,features_cache/63236.pt,63236
wlasl/videos/08916.mp4,candy,152,features_cache/08916.pt,08916
wlasl/videos/08917.mp4,candy,152,features_cache/08917.pt,08917
wlasl/videos/08919.mp4,candy,152,features_cache/08919.pt,08919
wlasl/videos/08920.mp4,candy,152,features_cache/08920.pt,08920
wlasl/videos/08921.mp4,candy,152,features_cache/08921.pt,08921
wlasl/videos/65298.mp4,candy,152,features_cache/65298.pt,65298
wlasl/videos/08924.mp4,candy,152,features_cache/08924.pt,08924
wlasl/videos/65299.mp4,candy,152,features_cache/65299.pt,65299
wlasl/videos/13647.mp4,cousin,228,features_cache/13647.pt,13647
wlasl/videos/13648.mp4,cousin,228,features_cache/13648.pt,13648
wlasl/videos/13631.mp4,cousin,228,features_cache/13631.pt,13631
wlasl/videos/13632.mp4,cousin,228,features_cache/13632.pt,13632
wlasl/videos/13636.mp4,cousin,228,features_cache/13636.pt,13636
wlasl/videos/13630.mp4,cousin,228,features_cache/13630.pt,13630
wlasl/videos/13640.mp4,cousin,228,features_cache/13640.pt,13640
wlasl/videos/13642.mp4,cousin,228,features_cache/13642.pt,13642
wlasl/videos/13646.mp4,cousin,228,features_cache/13646.pt,13646
wlasl/videos/14882.mp4,deaf,247,features_cache/14882.pt,14882
wlasl/videos/14884.mp4,deaf,247,features_cache/14884.pt,14884
wlasl/videos/14885.mp4,deaf,247,features_cache/14885.pt,14885
wlasl/videos/14886.mp4,deaf,247,features_cache/14886.pt,14886
wlasl/videos/65445.mp4,deaf,247,features_cache/65445.pt,65445
wlasl/videos/14893.mp4,deaf,247,features_cache/14893.pt,14893
wlasl/videos/14894.mp4,deaf,247,features_cache/14894.pt,14894
