video_path,class_gloss,class_id,feature_path,video_names
wlasl/videos/69241.mp4,book,33,features_cache/69241.pt,69241
wlasl/videos/07069.mp4,book,33,features_cache/07069.pt,07069
wlasl/videos/07068.mp4,book,33,features_cache/07068.pt,07068
wlasl/videos/07070.mp4,book,33,features_cache/07070.pt,07070
wlasl/videos/07074.mp4,book,33,features_cache/07074.pt,07074
wlasl/videos/65539.mp4,drink,99,features_cache/65539.pt,65539
wlasl/videos/17710.mp4,drink,99,features_cache/17710.pt,17710
wlasl/videos/17733.mp4,drink,99,features_cache/17733.pt,17733
wlasl/videos/65540.mp4,drink,99,features_cache/65540.pt,65540
wlasl/videos/17711.mp4,drink,99,features_cache/17711.pt,17711
wlasl/videos/17712.mp4,drink,99,features_cache/17712.pt,17712
wlasl/videos/17709.mp4,drink,99,features_cache/17709.pt,17709
wlasl/videos/17720.mp4,drink,99,features_cache/17720.pt,17720
wlasl/videos/17721.mp4,drink,99,features_cache/17721.pt,17721
wlasl/videos/17722.mp4,drink,99,features_cache/17722.pt,17722
wlasl/videos/17723.mp4,drink,99,features_cache/17723.pt,17723
wlasl/videos/12328.mp4,computer,68,features_cache/12328.pt,12328
wlasl/videos/12311.mp4,computer,68,features_cache/12311.pt,12311
wlasl/videos/12338.mp4,computer,68,features_cache/12338.pt,12338
wlasl/videos/12313.mp4,computer,68,features_cache/12313.pt,12313
wlasl/videos/12314.mp4,computer,68,features_cache/12314.pt,12314
wlasl/videos/12316.mp4,computer,68,features_cache/12316.pt,12316
wlasl/videos/12317.mp4,computer,68,features_cache/12317.pt,12317
wlasl/videos/12318.mp4,computer,68,features_cache/12318.pt,12318
wlasl/videos/12319.mp4,computer,68,features_cache/12319.pt,12319
wlasl/videos/12327.mp4,computer,68,features_cache/12327.pt,12327
wlasl/videos/05728.mp4,before,26,features_cache/05728.pt,05728
wlasl/videos/05749.mp4,before,26,features_cache/05749.pt,05749
wlasl/videos/05729.mp4,before,26,features_cache/05729.pt,05729
wlasl/videos/05730.mp4,before,26,features_cache/05730.pt,05730
wlasl/videos/65167.mp4,before,26,features_cache/65167.pt,65167
wlasl/videos/05731.mp4,before,26,features_cache/05731.pt,05731
wlasl/videos/05732.mp4,before,26,features_cache/05732.pt,05732
wlasl/videos/05733.mp4,before,26,features_cache/05733.pt,05733
