video_path,class_gloss,class_id,feature_path
ASL-Citizen/videos/5670505226343947-KNIGHT.mp4,knight,28,features_cache/5670505226343947-KNIGHT.pt
ASL-Citizen/videos/9060451576078816-COOL 3.mp4,cool,18,features_cache/9060451576078816-COOL 3.pt
ASL-Citizen/videos/7054386695414354-STORY 3.mp4,story,46,features_cache/7054386695414354-STORY 3.pt
ASL-Citizen/videos/81146496428304-TOY 3.mp4,toy,39,features_cache/81146496428304-TOY 3.pt
ASL-Citizen/videos/7069069415498499-CASTLE 2.mp4,castle,8,features_cache/7069069415498499-CASTLE 2.pt
ASL-Citizen/videos/9076828716002219-PEEL 2.mp4,peel,68,features_cache/9076828716002219-PEEL 2.pt
ASL-Citizen/videos/49288220098651747-DOG.mp4,dog,13,features_cache/49288220098651747-DOG.pt
ASL-Citizen/videos/6750594223002664-FLOAT 3.mp4,float,69,features_cache/6750594223002664-FLOAT 3.pt
ASL-Citizen/videos/62432102043786-KNIGHT.mp4,knight,28,features_cache/62432102043786-KNIGHT.pt
ASL-Citizen/videos/613903843341741-COOL 3.mp4,cool,18,features_cache/613903843341741-COOL 3.pt
ASL-Citizen/videos/4883233656549113-STORY 3.mp4,story,46,features_cache/4883233656549113-STORY 3.pt
ASL-Citizen/videos/30802284724627316-TOY 3.mp4,toy,39,features_cache/30802284724627316-TOY 3.pt
ASL-Citizen/videos/23509015263340394-CASTLE 2.mp4,castle,8,features_cache/23509015263340394-CASTLE 2.pt
ASL-Citizen/videos/30070654019768583-PEEL 2.mp4,peel,68,features_cache/30070654019768583-PEEL 2.pt
ASL-Citizen/videos/11432147423106453-DOG.mp4,dog,13,features_cache/11432147423106453-DOG.pt
ASL-Citizen/videos/784442858510149-PILLOW 2.mp4,pillow,67,features_cache/784442858510149-PILLOW 2.pt
ASL-Citizen/videos/08028498244023075-FLASHLIGHT 3.mp4,flashlight,12,features_cache/08028498244023075-FLASHLIGHT 3.pt
ASL-Citizen/videos/3635703251583551-GLASS 3.mp4,glass,47,features_cache/3635703251583551-GLASS 3.pt
ASL-Citizen/videos/22066071141437238-BANANA 2.mp4,banana,19,features_cache/22066071141437238-BANANA 2.pt
ASL-Citizen/videos/4458090401198842-ELEVATOR 3.mp4,elevator,49,features_cache/4458090401198842-ELEVATOR 3.pt
